well_id,x_position,velocity,measurement_error,timestamp,temperature,pressure
GW-001,0.25809368882075373,,,2025-06-18 13:35:21.684316,206.48905846100553,49.172142062032535
GW-002,0.2826770335667961,,,2025-06-18 13:35:21.684316,201.99855620621946,47.32682813293052
GW-003,0.3207791102109282,,,2025-06-18 13:35:21.684316,202.92671382268006,46.61652900848553
GW-004,0.33103049231212267,,,2025-06-18 13:35:21.684316,205.037410860916,48.05923630719923
GW-005,0.595425414573367,,,2025-06-18 13:35:21.684316,205.1219191498874,49.959462580643795
GW-006,0.7244657313943462,,,2025-06-18 13:35:21.684316,196.59143763401752,48.987253847528024
GW-007,0.7377806436835028,,,2025-06-18 13:35:21.684316,203.9956120228783,47.95510525507541
GW-008,0.8966864311595206,,,2025-06-18 13:35:21.684316,203.63573841834418,49.80738730284223
GW-001,0.25809368882075373,,,2025-06-19 13:35:21.684316,203.23271902187065,49.494489916182786
GW-002,0.2826770335667961,,,2025-06-19 13:35:21.684316,211.16380125847684,47.55223287811513
GW-003,0.3207791102109282,,,2025-06-19 13:35:21.684316,209.3159510796067,48.92451994632067
GW-004,0.33103049231212267,,,2025-06-19 13:35:21.684316,205.33390601413376,49.42021225906914
GW-005,0.595425414573367,,,2025-06-19 13:35:21.684316,216.35890997858854,47.26585978301666
GW-006,0.7244657313943462,,,2025-06-19 13:35:21.684316,207.094091715553,47.8347094230642
GW-007,0.7377806436835028,,,2025-06-19 13:35:21.684316,205.96610398082044,51.00965109486254
GW-008,0.8966864311595206,,,2025-06-19 13:35:21.684316,209.28195036757475,48.55737489110075
GW-001,0.25809368882075373,,,2025-06-20 13:35:21.684316,198.4731135096819,47.413733005299754
GW-002,0.2826770335667961,,,2025-06-20 13:35:21.684316,207.5133112454837,50.151233270999064
GW-003,0.3207791102109282,,,2025-06-20 13:35:21.684316,208.41092882568398,48.34127406042664
GW-004,0.33103049231212267,,,2025-06-20 13:35:21.684316,202.2977985332039,46.778879292673565
GW-005,0.595425414573367,,,2025-06-20 13:35:21.684316,208.77320937203274,45.35173794741287
GW-006,0.7244657313943462,,,2025-06-20 13:35:21.684316,203.64252768962248,48.25399600506016
GW-007,0.7377806436835028,,,2025-06-20 13:35:21.684316,202.34537418340994,48.533908148227106
GW-008,0.8966864311595206,,,2025-06-20 13:35:21.684316,205.34866814799275,47.791436663452615
GW-001,0.25809368882075373,,,2025-06-21 13:35:21.684316,206.85601712290483,49.079259883525914
GW-002,0.2826770335667961,,,2025-06-21 13:35:21.684316,203.09232664143403,48.11049277737611
GW-003,0.3207791102109282,,,2025-06-21 13:35:21.684316,201.70106027120505,48.77822688201707
GW-004,0.33103049231212267,,,2025-06-21 13:35:21.684316,204.16544116191278,48.013954968978716
GW-005,0.595425414573367,,,2025-06-21 13:35:21.684316,208.17265270573174,47.826791725285744
GW-006,0.7244657313943462,,,2025-06-21 13:35:21.684316,199.4347802445777,47.337166878955415
GW-007,0.7377806436835028,,,2025-06-21 13:35:21.684316,199.75972519680258,49.117530441389874
GW-008,0.8966864311595206,,,2025-06-21 13:35:21.684316,211.82367702893964,48.013639780403764
GW-001,0.25809368882075373,,,2025-06-22 13:35:21.684316,208.15493371449432,46.19001991188253
GW-002,0.2826770335667961,,,2025-06-22 13:35:21.684316,210.70260938805387,47.301914281568095
GW-003,0.3207791102109282,,,2025-06-22 13:35:21.684316,204.41454482739337,49.03795236109274
GW-004,0.33103049231212267,,,2025-06-22 13:35:21.684316,196.69822347255422,48.08331818615299
GW-005,0.595425414573367,,,2025-06-22 13:35:21.684316,203.79853399571735,47.77766854314491
GW-006,0.7244657313943462,,,2025-06-22 13:35:21.684316,199.61739086346367,47.394660282289195
GW-007,0.7377806436835028,,,2025-06-22 13:35:21.684316,207.93975290888304,50.21262264958475
GW-008,0.8966864311595206,,,2025-06-22 13:35:21.684316,218.15227375764752,48.36439932223041
GW-001,0.25809368882075373,,,2025-06-23 13:35:21.684316,194.55249966664405,49.677475317002994
GW-002,0.2826770335667961,,,2025-06-23 13:35:21.684316,211.10231582482038,48.621974025488036
GW-003,0.3207791102109282,,,2025-06-23 13:35:21.684316,208.00082905502717,48.84409986306402
GW-004,0.33103049231212267,,,2025-06-23 13:35:21.684316,207.49568828856752,48.57542914780079
GW-005,0.595425414573367,,,2025-06-23 13:35:21.684316,201.3587949439819,49.5926424431433
GW-006,0.7244657313943462,,,2025-06-23 13:35:21.684316,203.50134067513574,48.45921185951334
GW-007,0.7377806436835028,,,2025-06-23 13:35:21.684316,207.50863108746026,46.3664569735813
GW-008,0.8966864311595206,,,2025-06-23 13:35:21.684316,206.9124850506571,49.56313325063778
GW-001,0.25809368882075373,,,2025-06-24 13:35:21.684316,200.7811549124472,48.90700012673612
GW-002,0.2826770335667961,,,2025-06-24 13:35:21.684316,212.2203361638723,48.19747900518653
GW-003,0.3207791102109282,,,2025-06-24 13:35:21.684316,207.09367889406184,47.71326323485495
GW-004,0.33103049231212267,,,2025-06-24 13:35:21.684316,198.68596085704587,49.27069429505435
GW-005,0.595425414573367,,,2025-06-24 13:35:21.684316,191.48992870356813,49.766254756335286
GW-006,0.7244657313943462,,,2025-06-24 13:35:21.684316,195.5413379171903,47.5161567474956
GW-007,0.7377806436835028,,,2025-06-24 13:35:21.684316,201.22110228581647,49.62347481425883
GW-008,0.8966864311595206,,,2025-06-24 13:35:21.684316,203.97505084072242,47.731966910959805
GW-001,0.25809368882075373,,,2025-06-25 13:35:21.684316,215.58397419856232,50.31085669425977
GW-002,0.2826770335667961,,,2025-06-25 13:35:21.684316,202.887302597035,49.16376897127319
GW-003,0.3207791102109282,,,2025-06-25 13:35:21.684316,208.21753119137472,47.8316303102947
GW-004,0.33103049231212267,,,2025-06-25 13:35:21.684316,209.37184861814313,50.51626088162742
GW-005,0.595425414573367,,,2025-06-25 13:35:21.684316,203.99623162314083,47.49011065608442
GW-006,0.7244657313943462,,,2025-06-25 13:35:21.684316,209.17715064534627,49.86886221884309
GW-007,0.7377806436835028,,,2025-06-25 13:35:21.684316,212.83343397340164,47.79940775796579
GW-008,0.8966864311595206,,,2025-06-25 13:35:21.684316,197.6175452058891,48.00001474320191
GW-001,0.25809368882075373,,,2025-06-26 13:35:21.684316,210.33136483352428,49.70376995288834
GW-002,0.2826770335667961,,,2025-06-26 13:35:21.684316,212.48715336674724,47.08212262943099
GW-003,0.3207791102109282,,,2025-06-26 13:35:21.684316,205.0064565660243,48.449455255397275
GW-004,0.33103049231212267,,,2025-06-26 13:35:21.684316,197.87682313256096,47.67623248528124
GW-005,0.595425414573367,,,2025-06-26 13:35:21.684316,195.4594663308116,48.70481120327036
GW-006,0.7244657313943462,,,2025-06-26 13:35:21.684316,205.99380669178603,48.45648945809017
GW-007,0.7377806436835028,,,2025-06-26 13:35:21.684316,197.47872056464965,48.987879272420884
GW-008,0.8966864311595206,,,2025-06-26 13:35:21.684316,204.59188320313925,48.9089902048652
